Number of points acquired,Run,Entropy,Strategy
17,6,1.2449537211212138,Random
17,7,1.3532737176317282,Random
17,8,1.4357470435705602,Random
17,9,1.2418892652969198,Random
18,0,1.4479871140961187,Random
18,1,1.4576423809473689,Random
18,2,1.3534969086354538,Random
18,3,1.2566379067490068,Random
18,4,1.4585847528070077,Random
18,5,1.1285962936622183,Random
18,6,1.2672355454598958,Random
18,7,1.415277974646454,Random
18,8,1.4934105992200841,Random
18,9,1.2015591547737916,Random
19,0,1.4305622903362423,Random
19,1,1.487798380001651,Random
19,2,1.327362863420189,Random
19,3,1.2968441295132072,Random
19,4,1.4406300471115867,Random
19,5,1.094408629847781,Random
19,6,1.2772884056482265,Random
19,7,1.3994886078590607,Random
19,8,1.4737146012040094,Random
19,9,1.2706817223249798,Random
20,0,1.4171789190389545,Random
20,1,1.4588954504075144,Random
20,2,1.336455755801186,Random
20,3,1.2770342594661392,Random
20,4,1.4725421027837788,Random
20,5,1.0621922547835259,Random
20,6,1.3418952129979385,Random
20,7,1.3807588851543706,Random
20,8,1.5040512019194199,Random
20,9,1.310686555367963,Random
21,0,1.4006617632480733,Random
21,1,1.4297244321061082,Random
21,2,1.3377348363780972,Random
21,3,1.4038946468399995,Random
21,4,1.4676354403160272,Random
21,5,1.0318204422829809,Random
21,6,1.3134893265366432,Random
21,7,1.4006617632480736,Random
21,8,1.4901010815445463,Random
21,9,1.2757690270397417,Random
22,0,1.3875578475605919,Random
22,1,1.4486099965368104,Random
22,2,1.3408796582438176,Random
22,3,1.4239032454127063,Random
22,4,1.451619625625591,Random
22,5,1.003165921017814,Random
22,6,1.3522024204960525,Random
22,7,1.3821088226677314,Random
22,8,1.4731084998441746,Random
22,9,1.338872053314866,Random
23,0,1.3721361080536076,Random
23,1,1.457205948526498,Random
23,2,1.33859761973205,Random
23,3,1.402327911356584,Random
23,4,1.4706181572039005,Random
23,5,1.0408500236214475,Random
23,6,1.3753433356214262,Random
23,7,1.3622749228926496,Random
23,8,1.454122149825374,Random
23,9,1.3767266534724054,Random
24,0,1.355161622109057,Random
24,1,1.4667813736119737,Random
24,2,1.332431411074881,Random
24,3,1.414098457928856,Random
24,4,1.454158024146426,Random
24,5,1.0150318786859958,Random
24,6,1.380139059802829,Random
24,7,1.355161622109057,Random
24,8,1.473927788427523,Random
24,9,1.3455032963631364,Random
25,0,1.345314079115102,Random
25,1,1.4445058321658166,Random
25,2,1.3191757657619638,Random
25,3,1.4187580216106572,Random
25,4,1.4508365670190502,Random
25,5,1.0856968066493662,Random
25,6,1.4035673185941924,Random
25,7,1.412744636863848,Random
25,8,1.4937487884256289,Random
25,9,1.3702636999021804,Random
26,0,1.4025539662752262,Random
26,1,1.449291473210065,Random
26,2,1.3224015213092795,Random
26,3,1.5246219983494607,Random
26,4,1.5041682138864356,Random
26,5,1.0608569471580214,Random
26,6,1.3825112548271639,Random
26,7,1.3947203289324732,Random
26,8,1.5041682138864356,Random
26,9,1.341851525522056,Random
27,0,1.3904377949394802,Random
27,1,1.44907808755149,Random
27,2,1.3216003817174242,Random
27,3,1.52171823679305,Random
27,4,1.4884229622788607,Random
27,5,1.037129268358,Random
27,6,1.3613026047706527,Random
27,7,1.376055285260417,Random
27,8,1.488422962278861,Random
27,9,1.3586467847926214,Random
28,0,1.3769349645574438,Random
28,1,1.4451682050376644,Random
28,2,1.3104712552395965,Random
28,3,1.520246523685813,Random
28,4,1.4938733957004244,Random
28,5,1.1035578599174534,Random
28,6,1.378079779330668,Random
28,7,1.370341789979532,Random
28,8,1.500816676235145,Random
28,9,1.3842283510489726,Random
29,0,1.3624474851916286,Random
29,1,1.4384910487920632,Random
29,2,1.3082839973205975,Random
29,3,1.5040164832101288,Random
29,4,1.4945285542516789,Random
29,5,1.1492659270992873,Random
29,6,1.432078720657547,Random
29,7,1.3532930813373123,Random
29,8,1.4852342973411496,Random
29,9,1.3595432673791257,Random
